accession	trait	soma_target	gene_token	full_pvalue
GCST90243315	Vacuolar protein sorting-associated protein VTA1 homolog levels (VTA1.4209.60.2)	VTA1.4209.60.2	VTA1	True
GCST90243316	Valine--tRNA ligase levels (VARS.13083.18.3)	VARS.13083.18.3	VARS	True
GCST90243317	Vascular cell adhesion protein 1 levels (VCAM1.2967.8.1)	VCAM1.2967.8.1	VCAM1	True
GCST90243318	Vascular endothelial growth factor A levels (VEGFA.2597.8.3)	VEGFA.2597.8.3	VEGFA	True
GCST90243319	Vascular endothelial growth factor A, isoform 121 levels (VEGFA.14032.2.3)	VEGFA.14032.2.3	VEGFA	True
GCST90243320	Vascular endothelial growth factor C levels (VEGFC.3132.1.1)	VEGFC.3132.1.1	VEGFC	True
GCST90243321	Vascular endothelial growth factor D levels (FIGF.13098.93.3)	FIGF.13098.93.3	FIGF	True
GCST90243322	Vascular endothelial growth factor D levels (FIGF.14705.1.3)	FIGF.14705.1.3	FIGF	True
GCST90243323	Vascular endothelial growth factor receptor 2 levels (KDR.3651.50.5)	KDR.3651.50.5	KDR	True
GCST90243324	Vascular endothelial growth factor receptor 3 levels (FLT4.2358.19.2)	FLT4.2358.19.2	FLT4	True
GCST90243325	Versican core protein levels (VCAN.9561.21.3)	VCAN.9561.21.3	VCAN	True
GCST90243326	Very long-chain acyl-CoA synthetase levels (SLC27A2.9045.3.3)	SLC27A2.9045.3.3	SLC27A2	True
GCST90243327	Vesicle transport protein USE1 levels (USE1.8057.78.3)	USE1.8057.78.3	USE1	True
GCST90243328	Vesicle transport through interaction with t-SNAREs homolog 1A levels (VTI1A.7952.2.3)	VTI1A.7952.2.3	VTI1A	True
GCST90243329	Vesicle transport through interaction with t-SNAREs homolog 1B levels (VTI1B.8963.8.3)	VTI1B.8963.8.3	VTI1B	True
GCST90243330	Vesicle-associated membrane protein 3 levels (VAMP3.7903.18.3)	VAMP3.7903.18.3	VAMP3	True
GCST90243331	Vesicle-associated membrane protein 4 levels (VAMP4.7732.45.3)	VAMP4.7732.45.3	VAMP4	True
GCST90243332	Vesicle-associated membrane protein 5 levels (VAMP5.8290.1.3)	VAMP5.8290.1.3	VAMP5	True
GCST90243333	Vesicle-associated membrane protein 8 levels (VAMP8.7064.2.4)	VAMP8.7064.2.4	VAMP8	True
GCST90243334	Vesicle-associated membrane protein-associated protein A levels (VAPA.7167.102.3)	VAPA.7167.102.3	VAPA	True
GCST90243335	Vesicle-associated membrane protein-associated protein B/C levels (VAPB.7181.17.3)	VAPB.7181.17.3	VAPB	True
GCST90243336	Vesicle-fusing ATPase levels (NSF.13992.12.3)	NSF.13992.12.3	NSF	True
GCST90243337	Vesicle-trafficking protein SEC22a levels (SEC22A.13713.164.3)	SEC22A.13713.164.3	SEC22A	True
GCST90243338	Vesicular integral-membrane protein VIP36 levels (LMAN2.7638.30.3)	LMAN2.7638.30.3	LMAN2	True
GCST90243339	Vesicular integral-membrane protein VIP36 levels (LMAN2.9468.8.3)	LMAN2.9468.8.3	LMAN2	True
GCST90243340	Vigilin levels (HDLBP.13570.43.3)	HDLBP.13570.43.3	HDLBP	True
GCST90243341	Vinculin levels (VCL.8750.46.3)	VCL.8750.46.3	VCL	True
GCST90243342	Vinexin b levels (SORBS3.12976.49.3)	SORBS3.12976.49.3	SORBS3	True
GCST90243343	VIP36-like protein levels (LMAN2L.8013.9.3)	LMAN2L.8013.9.3	LMAN2L	True
GCST90243344	Vitamin D-binding protein levels (GC.6581.50.3)	GC.6581.50.3	GC	True
GCST90243345	Vitrin levels (VIT.6234.74.3)	VIT.6234.74.3	VIT	True
GCST90243346	Vitronectin levels (VTN.8280.238.3)	VTN.8280.238.3	VTN	True
GCST90243347	Vitronectin levels (VTN.13125.45.3)	VTN.13125.45.3	VTN	True
GCST90243348	Voltage-dependent calcium channel subunit alpha-2/delta-3 levels (CACNA2D3.8885.6.3)	CACNA2D3.8885.6.3	CACNA2D3	True
GCST90243349	Voltage-gated potassium channel subunit beta-2 levels (KCNAB2.10015.119.3)	KCNAB2.10015.119.3	KCNAB2	True
GCST90243350	von Willebrand factor C domain-containing protein 2-like levels (VWC2L.7995.16.3)	VWC2L.7995.16.3	VWC2L	True
GCST90243351	WAP four-disulfide core domain protein 10A levels (WFDC10A.13429.3.3)	WFDC10A.13429.3.3	WFDC10A	True
GCST90243352	WAP four-disulfide core domain protein 12 levels (WFDC12.6037.6.3)	WFDC12.6037.6.3	WFDC12	True
GCST90243353	WAP four-disulfide core domain protein 13 levels (WFDC13.9345.436.3)	WFDC13.9345.436.3	WFDC13	True
GCST90243354	WAP four-disulfide core domain protein 2 levels (WFDC2.11388.75.3)	WFDC2.11388.75.3	WFDC2	True
GCST90243355	WAP four-disulfide core domain protein 3 levels (WFDC3.6384.19.3)	WFDC3.6384.19.3	WFDC3	True
GCST90243356	WAP four-disulfide core domain protein 5 levels (WFDC5.6969.14.3)	WFDC5.6969.14.3	WFDC5	True
GCST90243357	WAP, kazal, immunoglobulin, kunitz and NTR domain-containing protein 1 levels (WFIKKN1.3191.50.2)	WFIKKN1.3191.50.2	WFIKKN1	True
GCST90243358	WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein 2 levels (WFIKKN2.13408.23.3)	WFIKKN2.13408.23.3	WFIKKN2	True
GCST90243359	WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein 2 levels (WFIKKN2.3235.50.2)	WFIKKN2.3235.50.2	WFIKKN2	True
GCST90243360	WD repeat-containing protein 1 levels (WDR1.10723.41.3)	WDR1.10723.41.3	WDR1	True
GCST90243361	Wnt inhibitory factor 1 levels (WIF1.2848.2.2)	WIF1.2848.2.2	WIF1	True
GCST90243362	WNT1-inducible-signaling pathway protein 1 levels (WISP1.13692.154.3)	WISP1.13692.154.3	WISP1	True
GCST90243363	WNT1-inducible-signaling pathway protein 3 levels (WISP3.5927.4.3)	WISP3.5927.4.3	WISP3	True
GCST90243364	WSC domain-containing protein 2 levels (WSCD2.6274.15.3)	WSCD2.6274.15.3	WSCD2	True
GCST90243365	WW domain binding protein 1-like levels (WBP1L.9532.5.3)	WBP1L.9532.5.3	WBP1L	True
GCST90243366	WW domain-binding protein 1 levels (WBP1.10943.36.3)	WBP1.10943.36.3	WBP1	True
GCST90243367	X-linked interleukin-1 receptor accessory protein-like 2 levels (IL1RAPL2.5082.51.3)	IL1RAPL2.5082.51.3	IL1RAPL2	True
GCST90243368	Xaa-Pro aminopeptidase 1 levels (XPNPEP1.3481.87.1)	XPNPEP1.3481.87.1	XPNPEP1	True
GCST90243369	Xanthine dehydrogenase/oxidase levels (XDH.11264.33.3)	XDH.11264.33.3	XDH	True
GCST90243370	Xyloside xylosyltransferase 1 levels (XXYLT1.6375.75.3)	XXYLT1.6375.75.3	XXYLT1	True
GCST90243371	Y-box-binding protein 2 levels (YBX2.6372.7.3)	YBX2.6372.7.3	YBX2	True
GCST90243372	YTH domain-containing protein 1 levels (YTHDC1.8878.48.3)	YTHDC1.8878.48.3	YTHDC1	True
GCST90243373	Zinc finger protein 10 levels (ZNF10.11567.23.3)	ZNF10.11567.23.3	ZNF10	True
GCST90243374	Zinc finger protein 134 levels (ZNF134.12787.47.3)	ZNF134.12787.47.3	ZNF134	True
GCST90243375	Zinc finger protein 174 levels (ZNF174.11486.26.3)	ZNF174.11486.26.3	ZNF174	True
GCST90243376	Zinc finger protein 175 levels (ZNF175.12716.3.3)	ZNF175.12716.3.3	ZNF175	True
GCST90243377	Zinc finger protein 18 levels (ZNF18.11372.2.3)	ZNF18.11372.2.3	ZNF18	True
GCST90243378	Zinc finger protein 180 levels (ZNF180.12771.19.3)	ZNF180.12771.19.3	ZNF180	True
GCST90243379	Zinc finger protein 23 levels (ZNF23.11565.58.3)	ZNF23.11565.58.3	ZNF23	True
GCST90243380	Zinc finger protein 264 levels (ZNF264.9993.11.3)	ZNF264.9993.11.3	ZNF264	True
GCST90243381	Zinc finger protein 276 levels (ZNF276.14692.3.3)	ZNF276.14692.3.3	ZNF276	True
GCST90243382	Zinc finger protein 329 levels (ZNF329.12803.9.3)	ZNF329.12803.9.3	ZNF329	True
GCST90243383	Zinc finger protein 334 levels (ZNF334.12763.69.3)	ZNF334.12763.69.3	ZNF334	True
GCST90243384	Zinc finger protein 358 levels (ZNF358.10529.19.3)	ZNF358.10529.19.3	ZNF358	True
GCST90243385	Zinc finger protein 382 levels (ZNF382.14616.16.3)	ZNF382.14616.16.3	ZNF382	True
GCST90243386	Zinc finger protein 410 levels (ZNF410.12843.6.3)	ZNF410.12843.6.3	ZNF410	True
GCST90243387	Zinc finger protein 415 levels (ZNF415.12811.55.3)	ZNF415.12811.55.3	ZNF415	True
GCST90243388	Zinc finger protein 566 levels (ZNF566.12795.2.3)	ZNF566.12795.2.3	ZNF566	True
GCST90243389	Zinc finger protein 75D levels (ZNF75D.11596.47.3)	ZNF75D.11596.47.3	ZNF75D	True
GCST90243390	Zinc finger protein 774 levels (ZNF774.12760.34.3)	ZNF774.12760.34.3	ZNF774	True
GCST90243391	Zinc finger protein 843 levels (ZNF843.8321.27.3)	ZNF843.8321.27.3	ZNF843	True
GCST90243392	Zinc finger protein SNAI2 levels (SNAI2.10014.31.3)	SNAI2.10014.31.3	SNAI2	True
GCST90243393	Zinc fingers and homeoboxes protein 3 levels (ZHX3.10036.201.3)	ZHX3.10036.201.3	ZHX3	True
GCST90243394	Zinc transporter 3 levels (SLC30A3.9081.39.3)	SLC30A3.9081.39.3	SLC30A3	True
GCST90243395	Zinc transporter 5 levels (SLC30A5.9594.30.3)	SLC30A5.9594.30.3	SLC30A5	True
GCST90243396	Zinc-alpha-2-glycoprotein levels (AZGP1.9312.8.3)	AZGP1.9312.8.3	AZGP1	True
GCST90243397	Zinc/RING finger protein 4 levels (ZNRF4.9467.24.3)	ZNRF4.9467.24.3	ZNRF4	True
GCST90243398	Zona pellucida sperm-binding protein 4 levels (ZP4.7766.25.3)	ZP4.7766.25.3	ZP4	True
GCST90243399	Zona pellucida-like domain-containing protein 1 levels (ZPLD1.5590.11.3)	ZPLD1.5590.11.3	ZPLD1	True
GCST90243400	FAS-associated factor 2 levels (FAF2.8761.7.3)	FAF2.8761.7.3	FAF2	True
GCST90243401	Scavenger receptor class F member 2 levels (SCARF2.9925.56.3)	SCARF2.9925.56.3	SCARF2	True
GCST90241831	Lymphocyte antigen 6 complex locus protein G6d levels (LY6G6D.6469.62.3)	LY6G6D.6469.62.3	LY6G6D	True
GCST90241832	Lymphocyte antigen 86 levels (LY86.3623.84.4)	LY86.3623.84.4	LY86	True
GCST90241833	Lymphocyte function-associated antigen 3 levels (CD58.10938.13.3)	CD58.10938.13.3	CD58	True
GCST90241834	Lymphoid-restricted membrane protein levels (LRMP.10704.91.3)	LRMP.10704.91.3	LRMP	True
GCST90241835	Lymphotactin levels (XCL1.14078.69.3)	XCL1.14078.69.3	XCL1	True
GCST90241836	Lymphotactin levels (XCL1.4143.74.2)	XCL1.4143.74.2	XCL1	True
GCST90241837	Lymphotoxin alpha2:beta1 levels (LTA.LTB.3506.49.1)	LTA.LTB.3506.49.1	LTA	True
GCST90241838	Lymphotoxin-alpha levels (LTA.4703.87.2)	LTA.4703.87.2	LTA	True
GCST90241839	LysM and putative peptidoglycan-binding domain-containing protein 3 levels (LYSMD3.10563.13.3)	LYSMD3.10563.13.3	LYSMD3	True
GCST90241840	LysM and putative peptidoglycan-binding domain-containing protein 4 levels (LYSMD4.9106.87.3)	LYSMD4.9106.87.3	LYSMD4	True
GCST90241841	Lysophosphatidylcholine acyltransferase 2 levels (LPCAT2.11175.45.3)	LPCAT2.11175.45.3	LPCAT2	True
GCST90241842	Lysophospholipase-like protein 1 levels (LYPLAL1.12428.2.3)	LYPLAL1.12428.2.3	LYPLAL1	True
GCST90241843	Lysosomal acid phosphatase levels (ACP2.9237.54.3)	ACP2.9237.54.3	ACP2	True
GCST90241844	Lysosomal Pro-X carboxypeptidase levels (PRCP.5722.78.3)	PRCP.5722.78.3	PRCP	True
GCST90241845	Lysosomal protective protein levels (CTSA.3179.51.2)	CTSA.3179.51.2	CTSA	True
GCST90241846	Lysosome membrane protein 2 levels (SCARB2.5100.53.3)	SCARB2.5100.53.3	SCARB2	True
GCST90241847	Lysosome-associated membrane glycoprotein 3 levels (LAMP3.9355.26.3)	LAMP3.9355.26.3	LAMP3	True
GCST90241848	Lysozyme C levels (LYZ.4920.10.1)	LYZ.4920.10.1	LYZ	True
GCST90241849	Lysozyme g-like protein 1 levels (LYG1.9243.10.3)	LYG1.9243.10.3	LYG1	True
GCST90241850	Lysozyme-like protein 2 levels (LYZL2.6377.54.3)	LYZL2.6377.54.3	LYZL2	True
GCST90241851	Lysyl oxidase homolog 2 levels (LOXL2.6504.65.3)	LOXL2.6504.65.3	LOXL2	True
GCST90241852	M-phase inducer phosphatase 2 levels (CDC25B.12427.8.3)	CDC25B.12427.8.3	CDC25B	True
GCST90241853	Macoilin levels (TMEM57.12367.52.3)	TMEM57.12367.52.3	TMEM57	True
GCST90241854	Macrophage colony-stimulating factor 1 levels (CSF1.3738.54.4)	CSF1.3738.54.4	CSF1	True
GCST90241855	Macrophage mannose receptor 1 levels (MRC1.2637.77.2)	MRC1.2637.77.2	MRC1	True
GCST90241856	Macrophage metalloelastase levels (MMP12.4496.60.2)	MMP12.4496.60.2	MMP12	True
GCST90241857	Macrophage migration inhibitory factor levels (MIF.5356.2.3)	MIF.5356.2.3	MIF	True
GCST90241858	Macrophage scavenger receptor types I and II levels (MSR1.3684.78.3)	MSR1.3684.78.3	MSR1	True
GCST90241859	Macrophage scavenger receptor types I and II levels (MSR1.11207.3.3)	MSR1.11207.3.3	MSR1	True
GCST90241860	Macrophage-stimulating protein receptor levels (MST1R.2640.3.2)	MST1R.2640.3.2	MST1R	True
GCST90241861	Magnesium transporter NIPA4 levels (NIPAL4.12864.9.3)	NIPAL4.12864.9.3	NIPAL4	True
GCST90241862	MAGUK p55 subfamily member 6 levels (MPP6.13490.1.3)	MPP6.13490.1.3	MPP6	True
GCST90241863	MAGUK p55 subfamily member 7 levels (MPP7.12732.13.3)	MPP7.12732.13.3	MPP7	True
GCST90241864	Major prion protein levels (PRNP.6545.58.3)	PRNP.6545.58.3	PRNP	True
GCST90241865	Malate dehydrogenase, cytoplasmic levels (MDH1.3853.56.1)	MDH1.3853.56.1	MDH1	True
GCST90241866	Malectin levels (MLEC.6285.71.3)	MLEC.6285.71.3	MLEC	True
GCST90241867	Malignant T-cell-amplified sequence 1 levels (MCTS1.12488.9.3)	MCTS1.12488.9.3	MCTS1	True
GCST90241868	Malonyl-CoA decarboxylase, mitochondrial levels (MLYCD.11538.216.3)	MLYCD.11538.216.3	MLYCD	True
GCST90241869	MAM domain-containing protein 2 levels (MAMDC2.6119.14.3)	MAMDC2.6119.14.3	MAMDC2	True
GCST90241870	Mammaglobin-B levels (SCGB2A1.5001.6.2)	SCGB2A1.5001.6.2	SCGB2A1	True
GCST90241871	Mannan-binding lectin serine protease 1 levels (MASP1.3605.77.4)	MASP1.3605.77.4	MASP1	True
GCST90241872	Mannose-binding protein C levels (MBL2.3000.66.1)	MBL2.3000.66.1	MBL2	True
GCST90241873	Mannosyl-oligosaccharide 1,2-alpha-mannosidase IA levels (MAN1A1.11291.73.3)	MAN1A1.11291.73.3	MAN1A1	True
GCST90241874	Mannosyl-oligosaccharide 1,2-alpha-mannosidase IB levels (MAN1A2.9077.10.3)	MAN1A2.9077.10.3	MAN1A2	True
GCST90241875	MANSC domain-containing protein 1 levels (MANSC1.9557.5.3)	MANSC1.9557.5.3	MANSC1	True
GCST90241876	MANSC domain-containing protein 4 levels (MANSC4.9578.263.3)	MANSC4.9578.263.3	MANSC4	True
GCST90241877	MAP kinase-activated protein kinase 2 levels (MAPKAPK2.3820.68.2)	MAPKAPK2.3820.68.2	MAPKAPK2	True
GCST90241878	MAP kinase-activated protein kinase 3 levels (MAPKAPK3.3822.54.2)	MAPKAPK3.3822.54.2	MAPKAPK3	True
GCST90241879	MAP kinase-activated protein kinase 5 levels (MAPKAPK5.8382.47.3)	MAPKAPK5.8382.47.3	MAPKAPK5	True
GCST90241880	MAP kinase-activated protein kinase 5 levels (MAPKAPK5.3821.28.1)	MAPKAPK5.3821.28.1	MAPKAPK5	True
GCST90241881	Marginal zone B- and B1-cell-specific protein levels (PACAP.7780.34.3)	PACAP.7780.34.3	PACAP	True
GCST90241882	Maspardin levels (SPG21.11122.97.3)	SPG21.11122.97.3	SPG21	True
GCST90241883	Mast cell-expressed membrane protein 1 levels (MCEMP1.6283.60.3)	MCEMP1.6283.60.3	MCEMP1	True
GCST90241884	Mast/stem cell growth factor receptor Kit levels (KIT.2475.1.3)	KIT.2475.1.3	KIT	True
GCST90241885	Matrilin-2 levels (MATN2.3325.2.2)	MATN2.3325.2.2	MATN2	True
GCST90241886	Matrilin-3 levels (MATN3.3208.2.4)	MATN3.3208.2.4	MATN3	True
GCST90241887	Matrilin-4 levels (MATN4.7083.74.3)	MATN4.7083.74.3	MATN4	True
GCST90241888	Matrilysin levels (MMP7.8475.15.3)	MMP7.8475.15.3	MMP7	True
GCST90241889	Matrix extracellular phosphoglycoprotein levels (MEPE.3209.69.1)	MEPE.3209.69.1	MEPE	True
GCST90241890	Matrix metalloproteinase-14 levels (MMP14.5002.76.1)	MMP14.5002.76.1	MMP14	True
GCST90241891	Matrix metalloproteinase-16 levels (MMP16.9719.145.3)	MMP16.9719.145.3	MMP16	True
GCST90241892	Matrix metalloproteinase-16 levels (MMP16.5268.49.3)	MMP16.5268.49.3	MMP16	True
GCST90241893	Matrix metalloproteinase-17 levels (MMP17.2838.53.1)	MMP17.2838.53.1	MMP17	True
GCST90241894	Matrix metalloproteinase-9 levels (MMP9.2579.17.5)	MMP9.2579.17.5	MMP9	True
GCST90241895	Matrix-remodeling-associated protein 7 levels (MXRA7.8005.1.3)	MXRA7.8005.1.3	MXRA7	True
GCST90241896	Matrix-remodeling-associated protein 8 levels (MXRA8.10521.10.3)	MXRA8.10521.10.3	MXRA8	True
GCST90241897	Matrix-remodeling-associated protein 8 levels (MXRA8.7002.1.3)	MXRA8.7002.1.3	MXRA8	True
GCST90241898	MAX gene-associated protein levels (MGA.11587.5.3)	MGA.11587.5.3	MGA	True
GCST90241899	MAX-interacting protein 1 levels (MXI1.9035.2.3)	MXI1.9035.2.3	MXI1	True
GCST90241900	Mediator of RNA polymerase II transcription subunit 1 levels (MED1.5470.69.2)	MED1.5470.69.2	MED1	True
GCST90241901	Mediator of RNA polymerase II transcription subunit 1 levels (MED1.3892.21.2)	MED1.3892.21.2	MED1	True
GCST90241902	Mediator of RNA polymerase II transcription subunit 4 levels (MED4.14021.81.3)	MED4.14021.81.3	MED4	True
GCST90241903	Megakaryocyte-associated tyrosine-protein kinase levels (MATK.3823.9.1)	MATK.3823.9.1	MATK	True
GCST90241904	Melanocortin-2 receptor accessory protein levels (MRAP.7895.108.3)	MRAP.7895.108.3	MRAP	True
GCST90241905	Melanocortin-2 receptor accessory protein 2 levels (MRAP2.10889.2.3)	MRAP2.10889.2.3	MRAP2	True
GCST90241906	Melanocyte protein PMEL levels (PMEL.6472.40.3)	PMEL.6472.40.3	PMEL	True
GCST90241907	Melanoma-associated antigen 10 levels (MAGEA10.13610.9.3)	MAGEA10.13610.9.3	MAGEA10	True
GCST90241908	Melanoma-associated antigen 3 levels (MAGEA3.12576.21.3)	MAGEA3.12576.21.3	MAGEA3	True
GCST90241909	Melanoma-associated antigen B10 levels (MAGEB10.11456.2.3)	MAGEB10.11456.2.3	MAGEB10	True
GCST90241910	Melanoma-derived growth regulatory protein levels (MIA.2687.2.1)	MIA.2687.2.1	MIA	True
GCST90241911	Membrane magnesium transporter 1 levels (MMGT1.7225.51.3)	MMGT1.7225.51.3	MMGT1	True
GCST90241912	Membrane metallo-endopeptidase-like 1 levels (MMEL1.3627.71.4)	MMEL1.3627.71.4	MMEL1	True
GCST90241913	Membrane protein FAM159B levels (FAM159B.10504.6.3)	FAM159B.10504.6.3	FAM159B	True
GCST90241914	Membrane protein FAM174A levels (FAM174A.6597.24.3)	FAM174A.6597.24.3	FAM174A	True
GCST90241915	Membrane protein FAM174B levels (FAM174B.9054.8.3)	FAM174B.9054.8.3	FAM174B	True
GCST90241916	Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 2 levels (MAGI2.14066.49.3)	MAGI2.14066.49.3	MAGI2	True
GCST90241917	Membrane-associated progesterone receptor component 1 levels (PGRMC1.7863.50.3)	PGRMC1.7863.50.3	PGRMC1	True
GCST90241918	Membrane-associated progesterone receptor component 2 levels (PGRMC2.10631.9.3)	PGRMC2.10631.9.3	PGRMC2	True
GCST90241919	Membrane-associated progesterone receptor component 2 levels (PGRMC2.10506.53.3)	PGRMC2.10506.53.3	PGRMC2	True
GCST90241920	Membrane-associated progesterone receptor component 2 levels (PGRMC2.8681.93.3)	PGRMC2.8681.93.3	PGRMC2	True
GCST90241921	Mesothelin levels (MSLN.3893.55.2)	MSLN.3893.55.2	MSLN	True
GCST90241922	Mesothelin levels (MSLN.3893.64.1)	MSLN.3893.64.1	MSLN	True
GCST90241923	Metalloproteinase inhibitor 4 levels (TIMP4.6462.12.3)	TIMP4.6462.12.3	TIMP4	True
GCST90241924	Metallothionein-1F levels (MT1F.10416.79.3)	MT1F.10416.79.3	MT1F	True
GCST90241925	Methionine-R-sulfoxide reductase B3 levels (MSRB3.7824.88.3)	MSRB3.7824.88.3	MSRB3	True
GCST90241926	Methyl-CpG-binding domain protein 4 levels (MBD4.3891.56.1)	MBD4.3891.56.1	MBD4	True
GCST90241927	Methylmalonyl-CoA epimerase, mitochondrial levels (MCEE.9388.18.3)	MCEE.9388.18.3	MCEE	True
GCST90241928	MHC class I polypeptide-related sequence B levels (MICB.5102.55.3)	MICB.5102.55.3	MICB	True
GCST90241929	MICAL-like protein 2 levels (MICALL2.12891.1.3)	MICALL2.12891.1.3	MICALL2	True
GCST90241930	MICOS complex subunit MIC10 levels (MINOS1.7956.11.3)	MINOS1.7956.11.3	MINOS1	True
GCST90241931	MICOS complex subunit MIC26 levels (APOO.9373.405.3)	APOO.9373.405.3	APOO	True
GCST90241932	Microfibril-associated glycoprotein 4 levels (MFAP4.5636.10.3)	MFAP4.5636.10.3	MFAP4	True
GCST90241933	Microfibrillar-associated protein 1 levels (MFAP1.5606.24.3)	MFAP1.5606.24.3	MFAP1	True
GCST90241934	Microfibrillar-associated protein 2 levels (MFAP2.9294.45.3)	MFAP2.9294.45.3	MFAP2	True
GCST90241935	Microfibrillar-associated protein 5 levels (MFAP5.6440.31.3)	MFAP5.6440.31.3	MFAP5	True
GCST90241936	Midkine levels (MDK.2911.27.2)	MDK.2911.27.2	MDK	True
GCST90241937	Mineralocorticoid receptor levels (NR3C2.12931.16.3)	NR3C2.12931.16.3	NR3C2	True
GCST90241938	MIP18 family protein FAM96A levels (FAM96A.8787.21.3)	FAM96A.8787.21.3	FAM96A	True
GCST90241939	Mismatch repair endonuclease PMS2 levels (PMS2.11312.40.3)	PMS2.11312.40.3	PMS2	True
GCST90241940	Mitochondrial fission regulator 1 levels (MTFR1.9095.5.3)	MTFR1.9095.5.3	MTFR1	True
GCST90241941	Mitochondrial glutamate carrier 2 levels (SLC25A18.5280.68.5)	SLC25A18.5280.68.5	SLC25A18	True
GCST90241942	Mitochondrial import inner membrane translocase subunit TIM14 levels (DNAJC19.4545.53.3)	DNAJC19.4545.53.3	DNAJC19	True
GCST90241943	Mitochondrial peptide methionine sulfoxide reductase levels (MSRA.7137.8.3)	MSRA.7137.8.3	MSRA	True
GCST90241944	Mitochondrial sodium/hydrogen exchanger 9B2 levels (SLC9B2.9088.20.3)	SLC9B2.9088.20.3	SLC9B2	True
GCST90241945	Mitochondrial ubiquitin ligase activator of NFKB 1 levels (MUL1.9315.16.3)	MUL1.9315.16.3	MUL1	True
GCST90241946	Mitochondrial ubiquitin ligase activator of NFKB 1 levels (MUL1.11159.14.3)	MUL1.11159.14.3	MUL1	True
GCST90241947	Mitofusin-1 levels (MFN1.11364.18.3)	MFN1.11364.18.3	MFN1	True
GCST90242335	POU domain, class 2, transcription factor 1 levels (POU2F1.11715.1.3)	POU2F1.11715.1.3	POU2F1	True
GCST90241948	Mitogen-activated protein kinase 1 levels (MAPK1.3115.64.2)	MAPK1.3115.64.2	MAPK1	True
GCST90241949	Mitogen-activated protein kinase 13 levels (MAPK13.5006.71.1)	MAPK13.5006.71.1	MAPK13	True
GCST90241950	Mitogen-activated protein kinase 14 levels (MAPK14.5007.1.1)	MAPK14.5007.1.1	MAPK14	True
GCST90241951	Mitogen-activated protein kinase 3 levels (MAPK3.2855.49.2)	MAPK3.2855.49.2	MAPK3	True
GCST90241952	Mitogen-activated protein kinase 8 levels (MAPK8.3825.18.2)	MAPK8.3825.18.2	MAPK8	True
GCST90241953	Mitogen-activated protein kinase 9 levels (MAPK9.5244.12.3)	MAPK9.5244.12.3	MAPK9	True
GCST90241954	Mitogen-activated protein kinase kinase kinase 3 levels (MAP3K3.12990.39.3)	MAP3K3.12990.39.3	MAP3K3	True
GCST90241955	Mitogen-activated protein kinase kinase kinase 7:TGF-beta-activated kinase 1 and MAP3K7-binding protein 1 fusion levels (MAP3K7.TAB1.5259.2.3)	MAP3K7.TAB1.5259.2.3	MAP3K7	True
GCST90241956	Mitotic checkpoint serine/threonine-protein kinase BUB1 levels (BUB1.12033.3.3)	BUB1.12033.3.3	BUB1	True
GCST90241957	Mitotic spindle assembly checkpoint protein MAD1 levels (MAD1L1.13618.15.3)	MAD1L1.13618.15.3	MAD1L1	True
GCST90241958	Mitotic-spindle organizing protein 1 levels (MZT1.8072.19.3)	MZT1.8072.19.3	MZT1	True
GCST90241959	MOB kinase activator 1A levels (MOB1A.12426.19.3)	MOB1A.12426.19.3	MOB1A	True
